	$t$(s)	$q$ = 3.450	$q$ = 3.476	$q$ = 3.503	$q$ = 3.530	$q$ = 3.557
0	1e-06	0.6959925386769465	0.6963895963708367	0.6967814679411304	0.6971682099295119	0.6975498785574514
1	1.577386658866742e-06	0.6959925386769462	0.6963895963708367	0.6967814679411302	0.6971682099295122	0.6975498785574514
2	2.4881486715707884e-06	0.6959925386769464	0.6963895963708365	0.6967814679411303	0.697168209929512	0.6975498785574514
3	3.924772519812769e-06	0.6959925386769462	0.6963895963708369	0.6967814679411306	0.6971682099295122	0.6975498785574514
4	6.1908838118394665e-06	0.6959925386769463	0.6963895963708367	0.69678146794113	0.6971682099295122	0.6975498785574514
5	9.765417531389677e-06	0.6959925386769463	0.6963895963708366	0.6967814679411305	0.6971682099295119	0.6975498785574515
6	1.540383933227747e-05	0.6959925386769463	0.696389596370837	0.69678146794113	0.6971682099295119	0.6975498785574514
7	2.4297810658061313e-05	0.6959925386769461	0.6963895963708367	0.6967814679411303	0.6971682099295121	0.6975498785574515
8	3.8327042371696044e-05	0.6959925386769461	0.696389596370837	0.6967814679411302	0.6971682099295122	0.6975498785574514
9	6.0456565310933676e-05	0.6959925386769463	0.6963895963708366	0.69678146794113	0.6971682099295121	0.6975498785574514
10	9.536337956237283e-05	0.6959925386769463	0.696389596370837	0.6967814679411304	0.6971682099295122	0.6975498785574514
11	0.00015042492266613224	0.6959925386769463	0.6963895963708367	0.6967814679411302	0.6971682099295119	0.6975498785574514
12	0.00023727826617461837	0.6959925386769464	0.6963895963708369	0.6967814679411303	0.6971682099295122	0.6975498785574517
13	0.0003742795715028752	0.6959925386769464	0.6963895963708367	0.6967814679411303	0.6971682099295119	0.6975498785574514
14	0.0005903836027749967	0.6959925386769463	0.6963895963708367	0.6967814679411304	0.697168209929512	0.6975498785574512
15	0.0009312632186309618	0.6959925386769464	0.6963895963708366	0.69678146794113	0.6971682099295119	0.6975498785574514
16	0.0014689621769617823	0.6959925386769464	0.6963895963708367	0.6967814679411303	0.6971682099295121	0.6975498785574514
17	0.0023171213403193644	0.6959925386769463	0.6963895963708365	0.6967814679411303	0.697168209929512	0.6975498785574511
18	0.003654996289195189	0.6959925386769462	0.6963895963708366	0.6967814679411303	0.6971682099295119	0.6975498785574514
19	0.005765342384783946	0.6959925386769454	0.6963895963708361	0.6967814679411297	0.6971682099295115	0.6975498785574509
20	0.009094174161557172	0.6959925386769436	0.6963895963708342	0.6967814679411279	0.69716820992951	0.6975498785574494
21	0.014345028995850922	0.6959925386769347	0.6963895963708261	0.6967814679411208	0.6971682099295039	0.6975498785574439
22	0.022627657359111864	0.6959925386769006	0.6963895963707956	0.6967814679410933	0.6971682099294791	0.6975498785574219
23	0.03569256483967091	0.6959925386767655	0.696389596370675	0.6967814679409854	0.6971682099293824	0.6975498785573351
24	0.05630097559883305	0.6959925386762364	0.6963895963702011	0.6967814679405616	0.697168209929003	0.6975498785569956
25	0.08880840779078142	0.6959925386741601	0.6963895963683434	0.6967814679388983	0.6971682099275135	0.697549878555662
26	0.14008519764437583	0.6959925386660105	0.6963895963610502	0.69678146793237	0.6971682099216688	0.6975498785504278
27	0.22096852186894916	0.6959925386340262	0.6963895963324263	0.6967814679067479	0.6971682098987292	0.6975498785298856
28	0.34855279842558506	0.6959925385084941	0.6963895962200836	0.6967814678061875	0.6971682098086963	0.6975498784492613
29	0.5498025341471866	0.6959925380158094	0.6963895957791643	0.6967814674115107	0.6971682094553378	0.69754987813283
