	$q$	$t_{{dec}}$
0	3.449664429530201	82.61880483675765
1	3.476202265215069	84.41856183712798
2	3.5029442531406043	86.25178067213955
3	3.5298919638243818	88.11902173540672
4	3.5570469798657713	90.02085441102327
